,TOT_BFI,TOT_PET,TOT_CONTACT,TOT_EWT,TOT_IEOF,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_WB5100_ANN,TOT_FUNGICIDE,TOT_OLSON_PERM,TOT_FSTFZ6190,TOT_LSTFZ6190,TOT_MAXP6190,TOT_MAXWD6190,TOT_MINWD6190,TOT_HERBICIDE,TOT_INSECTICIDE,TOT_N97,TOT_NEMATICIDE,TOT_P97,TOT_PRSNOW,TOT_CWD,TOT_ET,TOT_RH,TOT_POPDENS90,TOT_TMAX7100,TOT_TAV7100_ANN,TOT_TMIN7100,TOT_CNPY11_BUFF100,TOT_IMPV01_BUFF100,TOT_IMPV06,TOT_IMPV06_BUFF100,TOT_DITCHES92,TOT_TILES92,TOT_HGA,TOT_HGAC,TOT_HGAD,TOT_HGB,TOT_HGBC,TOT_HGBD,TOT_HGC,TOT_POPDENS00,TOT_HGCD,TOT_HGD,TOT_HGVAR,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_POPDENS10,TOT_SRL25AG,TOT_SRL35AG,TOT_SRL45AG,TOT_SRL55AG,TOT_MINP6190,TOT_WDANN,TOT_SALINAVE,TOT_PPT7100_ANN,TOT_MIRAD_2002,TOT_MIRAD_2007,TOT_MIRAD_2012,TOT_NLCD01_11,TOT_NLCD01_12,TOT_NLCD01_21,TOT_NLCD01_22,TOT_NLCD01_23,TOT_NLCD01_24,TOT_NLCD01_31,TOT_NLCD01_41,TOT_NLCD01_42,TOT_NLCD01_43,TOT_NLCD01_52,TOT_NLCD01_71,TOT_NLCD01_81,TOT_NLCD01_82,TOT_NLCD01_90,TOT_NLCD01_95,TOT_BEDPERM_6,TOT_BEDPERM_1,TOT_BEDPERM_2,TOT_BEDPERM_3,TOT_BEDPERM_4,TOT_BEDPERM_5,TOT_BEDPERM_7,TOT_RUN7100,TOT_BASIN_AREA,TOT_BASIN_SLOPE,TOT_ELEV_MEAN,TOT_ELEV_MIN,TOT_ELEV_MAX,TOT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STRM_DENS,CAT_sinuosity,TOT_RDX,TOT_STREAMRIVER,TOT_ARTIFICIAL,TOT_CANALDITCH,TOT_CONNECTOR,TOT_PIPELINE,TOT_TOTAL_ROAD_DENS,TOT_PLAYA,TOT_ICEMASS,TOT_LAKEPOND,TOT_RESERVOIR,TOT_SWAMPMARSH,TOT_ESTUARY,TOT_PEST219,TOT_NPDES_MAJ_DENS,TOT_NPDES_MAJ,TOT_FRESHWATER_WD,TOT_WILDFIRE_2011,TOT_ROCKTYPE_100,TOT_ROCKTYPE_200,TOT_ROCKTYPE_300,TOT_ROCKTYPE_400,TOT_ROCKTYPE_500,TOT_ROCKTYPE_600,TOT_ROCKTYPE_999,TOT_KGBI,TOT_KGCLADO,TOT_KGFISH,TOT_NDAMS2013,TOT_NID_STORAGE2013,TOT_NORM_STORAGE2013,TOT_MAJOR2013,TOT_HDENS10,CAT_WILDFIRE_2011,CAT_CONTACT,CAT_EWT,CAT_FUNGICIDE,CAT_IEOF,CAT_PET,CAT_RECHG,CAT_SATOF,CAT_TWI,CAT_WB5100_ANN,CAT_FSTFZ6190,CAT_LSTFZ6190,CAT_MAXP6190,CAT_MAXWD6190,CAT_MINWD6190,CAT_PRSNOW,CAT_CWD,CAT_TMAX7100,CAT_TMIN7100,CAT_CNPY11_BUFF100,CAT_IMPV01_BUFF100,CAT_IMPV06,CAT_INSECTICIDE,CAT_N97,CAT_NEMATICIDE,CAT_P97,CAT_RH,CAT_TAV7100_ANN,CAT_IMPV06_BUFF100,CAT_TILES92,CAT_SILTAVE,CAT_CLAYAVE,CAT_HGD,CAT_HGCD,CAT_HGVAR,CAT_HGA,CAT_HGAD,CAT_HGB,CAT_HGAC,CAT_HGBD,CAT_HGBC,CAT_SANDAVE,CAT_SRL25AG,CAT_SRL35AG,CAT_POPDENS90,CAT_POPDENS10,CAT_SRL45AG,CAT_SRL55AG,CAT_MINP6190,CAT_WDANN,CAT_SALINAVE,CAT_MIRAD_2012,CAT_MIRAD_2002,CAT_NLCD01_52,CAT_NLCD01_71,CAT_NLCD01_81,CAT_NLCD01_82,CAT_NLCD01_90,CAT_NLCD01_95,CAT_NLCD01_11,CAT_NLCD01_12,CAT_NLCD01_21,CAT_NLCD01_22,CAT_NLCD01_23,CAT_NLCD01_24,CAT_NLCD01_31,CAT_NLCD01_41,CAT_NLCD01_42,CAT_BEDPERM_1,CAT_BEDPERM_2,CAT_BEDPERM_3,CAT_BEDPERM_4,CAT_BEDPERM_5,CAT_BEDPERM_6,CAT_BEDPERM_7,CAT_CANALDITCH,CAT_CONNECTOR,CAT_ELEV_MAX,CAT_RDX,CAT_PIPELINE,CAT_STREAM_SLOPE,CAT_STREAM_LENGTH,CAT_STRM_DENS,CAT_STREAMRIVER,CAT_ICEMASS,CAT_LAKEPOND,CAT_PEST219,CAT_PLAYA,CAT_NPDES_MAJ,CAT_NPDES_MAJ_DENS,CAT_RESERVOIR,CAT_SWAMPMARSH,CAT_TOTAL_ROAD_DENS,CAT_ROCKTYPE_100,CAT_ROCKTYPE_200,CAT_ROCKTYPE_300,CAT_ROCKTYPE_400,CAT_ROCKTYPE_500,CAT_ROCKTYPE_600,CAT_KGBI,CAT_KGCLADO,CAT_KGFISH,CAT_NORM_STORAGE2013,CAT_HDENS10,CAT_HGC,CAT_NLCD01_43,CAT_ROCKTYPE_999,CAT_ARTIFICIAL,CAT_BASIN_AREA,CAT_BASIN_SLOPE,CAT_BFI,CAT_DITCHES92,CAT_ET,CAT_ELEV_MEAN,CAT_ELEV_MIN,CAT_ESTUARY,CAT_FRESHWATER_WD,CAT_HERBICIDE,CAT_MAJOR2013,CAT_MIRAD_2007,CAT_NDAMS2013,CAT_NID_STORAGE2013,CAT_OLSON_PERM,CAT_POPDENS00,CAT_PPT7100_ANN,CAT_RUN7100,comid
4782107,47.33,694.94,606.79,-13.06,4.98,262.7,3.07,12.51,475.19,14.09,0.22,287.23,119.21,112.06,10.69,7.15,30.12,4.43,2454.16,0.26,612.66,19.18,1.78,636.0,66.49,157.05,17.01,10.57,5.03,43.86,2.82,4.55,2.93,0.0,0.1264,0.88,0.0,0.0,44.69,0.0,4.02,37.31,180.77,0.0,13.09,0.0,52.98,21.8,25.21,210.14,23.55,23.66,23.73,40.88,72.23,104.92,0.0,1196.43,0.03,0.31,0.23,0.5,0.0,13.51,5.56,1.72,0.47,0.32,31.75,0.82,1.16,8.84,1.31,16.86,14.22,2.85,0.08,0.0,13.87,86.08,0.0,0.0,0.0,0.05,553.94,723.24,6.24,142.12,33.96,364.35,0.004511,503.24,0.7,1.01,786.0,96.45,3.48,0.0,0.07,0.0,3.51,0.0,0.0,0.72,0.01,0.01,0.0,58.73,0.55,4.0,29.63,0.0,0.0,0.0,78.53,0.06,0.0,21.4,0.0,2.1,4.89,0.33,7.0,26374.0,13981.0,1.0,78.03,0.0,349.0,-2.21,2.39,3.0,704.0,242.08,2.24,13.32,447.0,287.0,120.31,109.02,10.0,6.0,19.0,1.78,17.37,5.63,31.55,12.61,8.98,0.74,2274.17,0.04,558.45,66.0,10.87,13.03,0.0463,49.05,19.75,5.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,31.19,18.11,18.11,444.03,328.22,18.11,18.98,71.0,93.3,0.0,0.0,0.0,11.96,4.09,23.15,6.0,3.41,0.0,2.41,0.0,9.6,10.1,5.05,1.27,0.0,21.51,0.59,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2,1.0,0.0,0.0,1.28,0.65,100.0,0.0,0.32,27.87,0.0,0.0,0.0,1.77,0.0,4.18,0.0,0.0,85.01,0.04,0.0,14.95,1.65,3.7,0.36,130.0,,49.0,0.86,0.0,0.0,1.98,6.15,43.25,0.0,611.0,57.17,33.96,0.0,40.94,2.68,0.0,0.0,1.0,155.0,0.0,107.76,1147.63,552.0,4782107
2591219,45.45,695.58,1315.16,-5.2,6.55,244.76,3.46,12.82,505.54,7.09,0.2,287.86,119.42,112.68,10.55,7.0,25.7,2.67,1829.12,0.19,445.15,19.29,1.77,635.0,67.0,122.74,16.75,10.57,4.68,47.37,2.27,3.73,2.43,0.0,0.133,0.0,0.0,0.0,27.42,0.0,7.34,46.55,131.97,0.0,18.69,0.0,56.15,23.16,20.68,149.96,18.56,18.56,18.56,50.15,72.45,104.73,0.0,1234.27,0.38,0.42,0.0,2.46,0.0,9.76,3.98,1.64,0.5,0.06,41.26,0.69,1.29,5.35,0.55,13.28,14.75,4.25,0.18,0.0,0.0,100.0,0.0,0.0,0.0,0.0,607.26,253.89,3.84,154.89,76.19,294.76,0.003628,187.44,0.74,1.14,241.0,98.31,1.67,0.0,0.02,0.0,3.13,0.0,0.0,2.83,0.0,0.13,0.0,36.11,0.39,1.0,21.49,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.44,3.49,0.2,2.0,71021.0,40000.0,1.0,61.6,0.0,308.57,-4.04,11.92,7.0,714.35,173.35,3.0,13.03,490.0,289.68,117.32,118.2,10.0,7.0,18.33,1.77,16.96,4.93,56.81,0.8,1.4,4.45,1573.32,0.31,389.76,67.0,10.98,0.8,0.0109,59.48,22.63,20.0,0.0,0.0,0.0,0.0,2.01,0.0,14.0,0.0,17.89,45.68,45.68,47.22,36.4,45.68,67.35,73.15,104.98,0.0,0.0,0.0,9.58,0.63,18.15,22.51,1.32,0.09,0.32,0.0,8.4,1.7,0.62,0.02,0.0,31.9,3.87,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.65,1.0,0.0,0.0,2.534,0.49,100.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,100.0,0.0,0.0,0.0,2.16,5.24,0.31,0.0,,64.0,0.9,0.0,0.0,5.12,6.5,32.48,0.0,663.0,115.61,76.19,0.0,21.49,43.14,0.0,0.0,0.0,0.0,0.0,43.5,1231.25,614.0,2591219
1748727,43.7,541.15,46.62,-36.34,3.29,324.73,2.28,10.7,574.1,0.43,0.16,263.14,144.46,108.71,12.14,9.1,1.49,0.22,380.87,0.03,77.63,30.05,1.95,523.0,67.05,6.57,11.91,6.26,0.13,43.75,0.87,0.17,0.87,0.0488,0.0743,0.82,0.0,0.23,0.38,0.0,0.0,87.28,7.47,8.46,2.83,0.0,59.48,14.46,26.06,7.3,0.2,5.04,9.38,26.27,61.49,127.35,0.0,1139.39,0.12,0.01,0.13,2.03,0.0,2.4,0.2,0.03,0.0,0.39,73.3,5.44,5.75,0.16,0.67,7.59,0.99,0.88,0.16,0.0,100.0,0.0,0.0,0.0,0.0,0.0,495.61,967.12,21.9,631.7,329.6,1179.95,0.003597,305.78,0.32,1.07,234.0,84.95,13.16,0.0,0.0,1.88,1.39,0.0,0.0,2.64,0.0,0.05,0.0,5.55,0.0,0.0,42.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.3,0.68,0.02,12.0,611125.0,421103.0,1.0,6.57,0.0,16.47,-69.33,0.46,0.17,565.32,265.86,2.0,14.01,590.99,264.64,142.36,110.06,13.0,10.0,28.78,1.95,12.97,1.05,18.49,0.45,0.54,0.41,556.62,0.07,111.61,67.0,6.97,0.45,0.0122,56.36,14.94,1.41,3.84,0.0,8.47,0.0,4.39,0.0,0.0,0.0,28.89,0.0,0.12,9.4,12.65,0.43,0.43,62.84,135.01,0.0,0.0,0.0,0.0,0.86,9.4,1.76,4.94,0.13,2.06,0.0,4.2,0.68,0.28,0.0,0.0,61.89,9.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.7,3.0,0.0,0.01,2.085,0.38,100.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.67,0.01,0.0,,81.88,4.31,100.0,0.0,5.47,23.15,43.81,0.076,560.0,452.33,329.6,0.0,43.8,3.77,0.0,0.0,0.0,0.0,0.16,10.21,1152.18,496.0,1748727
2613578,42.04,554.81,56.25,-32.4,2.61,258.29,2.18,10.88,542.6,0.71,0.17,260.09,147.81,107.65,13.26,9.96,5.8,0.67,993.5,0.11,199.86,28.71,1.97,534.0,66.25,17.88,12.43,6.64,0.16,41.4,1.13,0.42,1.14,0.1392,1.1536,4.39,0.0,0.19,2.24,0.0,0.0,88.21,17.64,3.34,1.63,0.0,57.59,13.72,28.68,18.36,0.0,7.13,9.47,26.36,60.72,138.35,0.0,1120.09,0.03,0.02,0.02,0.27,0.0,3.27,0.47,0.12,0.06,0.0,60.26,2.41,3.56,0.33,1.03,22.8,3.93,1.17,0.34,0.0,100.0,0.0,0.0,0.0,0.0,0.0,496.97,864.81,17.36,591.85,359.52,1018.5,0.008399,419.11,0.48,1.12,323.0,99.07,0.93,0.0,0.0,0.0,1.48,0.0,0.0,0.34,0.0,0.07,0.0,8.04,0.23,2.0,43.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.66,1.56,0.03,17.0,1984.0,1326.0,0.0,8.72,0.0,28.17,-104.04,1.6,0.0,571.01,243.83,2.0,13.06,615.56,260.58,149.0,110.02,15.0,11.0,29.17,1.97,13.48,0.91,40.93,1.82,2.15,1.35,1013.01,0.26,201.23,66.02,7.17,1.97,0.0008,49.72,14.41,3.92,3.56,0.0,23.53,0.0,12.2,0.0,0.0,0.0,35.37,0.0,2.43,57.35,40.39,2.57,2.81,69.0,157.0,0.0,0.0,0.0,0.0,0.0,14.55,9.19,4.8,0.44,1.41,0.0,11.08,1.61,0.77,0.56,0.0,48.57,4.27,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.82,0.0,0.0,0.0,1.589,0.71,100.0,0.0,0.2,11.61,0.0,1.0,44.78,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.58,1.38,0.02,0.0,,56.79,2.74,100.0,0.0,2.23,22.49,41.97,0.1291,592.0,433.53,359.52,0.0,43.8,13.07,0.0,0.0,0.0,0.0,0.16,51.25,1193.38,496.0,2613578
4489178,36.34,732.9,465.66,-7.36,4.98,198.25,3.79,13.14,444.2,1.16,4.17,294.08,111.32,124.2,10.01,7.0,1.19,0.31,1714.61,0.02,270.94,13.72,1.75,599.0,66.83,1460.04,17.39,11.55,6.63,50.87,13.1,24.82,13.41,0.0,0.0,3.33,0.0,0.0,54.26,0.0,4.06,25.09,1474.74,0.13,13.13,0.0,51.68,19.78,28.54,1544.81,2.03,2.03,2.03,5.37,74.91,105.02,10.2,1232.44,0.0,0.0,0.0,0.01,0.0,31.96,25.51,15.37,4.3,0.03,16.17,0.25,0.79,0.56,0.04,1.55,0.88,2.54,0.03,0.0,63.3,36.7,0.0,0.0,0.0,0.0,558.8,130.35,4.13,70.77,5.56,131.92,0.003344,74.76,0.57,1.95,175.0,98.55,1.45,0.0,0.0,0.0,8.48,0.0,0.0,0.17,0.0,0.07,0.0,2.53,0.0,0.0,158.47,0.0,0.0,0.0,54.76,0.0,0.0,45.24,0.0,0.13,0.3,0.03,5.0,142.0,32.0,0.0,641.38,0.0,417.75,-3.29,0.0,4.86,748.5,195.74,3.05,14.23,434.51,296.24,109.16,124.74,10.0,7.0,13.03,1.75,17.76,7.28,76.88,2.1,40.81,0.0,1318.06,0.0,200.2,67.0,11.87,2.21,0.0011,52.34,19.59,19.14,0.84,0.0,6.0,0.0,63.9,0.0,0.42,0.0,28.08,0.0,0.0,3268.56,3645.62,0.0,0.0,75.91,105.47,69.93,0.0,0.0,0.05,0.0,0.09,0.0,2.95,0.0,0.0,0.0,11.28,20.99,40.18,7.2,0.0,17.07,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15,12.0,0.0,0.0,9.628,0.51,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37,0.0,0.0,39.01,0.0,0.0,60.99,0.0,0.0,0.0,0.0,,9.7,0.09,0.0,0.0,19.01,3.78,36.05,0.0,603.0,35.9,5.56,0.0,559.94,0.0,0.0,0.0,0.0,0.0,28.07,3377.06,1224.58,559.0,4489178
4648728,52.76,699.04,256.94,-19.0,4.0,286.22,2.66,11.6,490.69,5.21,0.06,289.55,114.97,117.03,11.0,8.0,39.21,2.95,3781.51,0.09,893.18,18.43,1.79,618.0,66.0,98.81,16.54,10.8,5.37,42.04,1.7,2.96,1.8,0.0,0.1541,6.0,0.0,0.0,74.0,0.0,0.0,9.0,153.19,0.0,11.0,0.0,53.19,19.76,27.05,172.19,1.34,1.41,1.41,2.39,76.28,111.95,0.0,1209.33,0.0,0.24,0.24,3.72,0.0,14.83,3.46,0.88,0.2,0.01,32.38,0.37,0.29,6.17,0.34,17.01,14.0,6.13,0.22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,539.01,52.08,6.96,164.82,92.56,253.05,0.004259,42.26,0.81,1.28,43.0,94.66,5.34,0.0,0.0,0.0,2.92,0.0,0.0,4.53,0.01,2.44,0.0,40.74,0.0,0.0,50.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.21,4.85,0.2,1.0,24000.0,6380.0,1.0,57.7,0.0,256.0,-22.1,1.84,4.0,710.36,285.3,3.0,16.12,478.0,290.0,113.81,116.81,11.0,8.0,18.0,1.79,16.95,5.43,0.0,0.0,1.29,1.32,3617.08,0.03,855.66,66.0,11.02,0.0,0.1207,53.19,19.76,11.0,0.0,0.0,6.0,0.0,74.0,0.0,0.0,0.0,27.05,0.54,0.54,59.72,119.34,0.54,0.7,76.0,112.0,0.0,0.0,0.0,4.85,0.0,21.09,3.34,1.31,0.59,25.15,0.0,11.07,1.77,0.0,0.0,0.0,30.52,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.64,0.0,0.0,0.02,0.825,0.6,0.0,0.0,27.11,43.17,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,100.0,1.93,4.23,0.18,6380.0,,9.0,0.33,0.0,100.0,1.37,7.52,53.07,0.0,655.0,123.71,92.56,0.0,50.84,14.2,1.0,0.0,1.0,24000.0,0.03,136.51,1211.12,538.0,4648728
4187763,54.29,688.77,579.23,-14.76,3.84,291.35,3.35,12.92,498.8,11.5,0.14,285.91,119.4,113.58,11.0,7.21,61.75,4.97,3972.64,0.1,979.08,19.99,1.8,628.0,66.83,327.57,16.55,10.35,4.41,35.54,6.75,13.51,7.07,0.0,0.6143,3.4,0.0,0.0,67.83,0.0,3.3,18.8,363.36,0.0,6.67,0.0,54.6,26.6,18.8,472.45,0.0,0.0,0.47,0.52,74.19,108.04,0.0,1195.78,0.15,0.15,0.27,0.28,0.0,20.17,15.64,5.98,2.25,0.01,19.99,0.38,0.33,1.51,0.19,10.51,22.35,0.36,0.06,0.0,36.43,0.0,0.0,0.0,63.38,0.19,727.22,255.08,5.74,154.66,71.14,376.3,0.007713,136.13,0.53,1.11,268.0,97.69,2.27,0.0,0.05,0.0,5.9,0.0,0.0,0.32,0.0,0.01,0.0,137.33,0.0,0.0,18.51,0.0,0.0,0.0,0.0,0.32,61.33,38.35,0.0,3.58,8.48,0.29,2.0,104.0,28.0,0.0,181.17,0.0,234.74,-2.54,0.0,3.0,698.55,322.05,3.0,15.84,467.02,288.8,114.43,109.0,11.0,7.0,19.0,1.8,16.59,4.9,33.03,30.72,55.69,0.0,1368.69,0.0,224.3,67.0,10.54,30.8,0.0089,59.17,26.22,13.0,0.0,0.0,0.0,0.0,75.0,0.0,3.0,0.0,14.61,0.0,0.0,3560.81,4478.56,0.0,0.0,73.77,109.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,17.22,19.09,36.94,25.9,0.0,0.57,0.06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,121.33,7.0,0.0,0.0,3.097,1.04,100.0,0.0,0.12,3.0,0.0,0.0,0.0,0.06,0.0,18.87,0.0,0.0,0.0,0.33,68.51,31.16,0.0,0.02,0.0,25.0,,9.0,0.0,0.0,0.0,2.97,6.49,62.01,0.0,598.0,95.88,71.14,0.0,19.85,0.0,0.0,0.0,1.0,53.0,0.09,3500.58,1161.33,731.0,4187763
4780921,50.22,680.67,153.06,-27.92,3.97,284.03,2.99,11.23,485.91,1.64,0.12,286.3,121.25,118.84,11.18,8.0,61.44,3.06,3548.83,0.06,933.52,19.63,1.81,644.0,66.21,62.11,16.36,10.19,4.45,50.58,1.16,1.12,1.16,0.0,0.2135,4.84,0.0,0.0,75.54,0.0,0.39,9.96,70.74,0.0,9.27,0.0,53.43,22.93,23.64,73.54,0.0,0.0,2.75,2.88,74.01,109.76,0.0,1215.05,0.29,0.26,0.46,0.11,0.0,8.22,1.34,0.35,0.07,0.19,43.12,0.15,0.43,7.31,0.8,10.9,23.39,3.51,0.09,0.0,56.04,0.16,0.0,0.0,0.0,43.8,552.0,148.89,9.37,197.28,63.75,365.32,0.006807,99.89,0.67,1.23,142.0,98.62,1.38,0.0,0.0,0.0,2.6,0.0,0.0,0.28,0.01,0.03,0.0,63.58,0.0,0.0,13.86,0.0,0.0,0.0,0.0,22.05,0.0,77.95,0.0,2.38,5.68,0.17,0.0,0.0,0.0,0.0,30.03,0.0,335.37,-19.69,1.8,4.55,698.92,277.05,2.55,14.8,442.49,288.66,117.53,114.96,11.0,8.0,19.0,1.81,16.89,5.03,42.38,0.56,0.46,3.49,4579.59,0.06,1209.98,66.0,10.57,0.56,0.1614,53.49,23.48,8.89,0.0,0.0,4.59,0.0,75.88,0.0,0.47,0.0,23.05,0.0,0.0,39.03,55.06,3.26,3.26,73.0,109.0,0.0,3.16,0.0,6.02,0.0,20.45,26.73,7.92,0.07,0.0,0.0,3.63,0.52,0.07,0.0,0.0,30.19,0.0,0.0,6.14,0.0,0.0,0.0,0.0,93.86,0.0,0.0,281.94,2.0,0.0,0.0,2.53,0.66,100.0,0.0,0.16,98.99,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,37.31,0.0,62.69,3.12,7.44,0.22,0.0,,10.17,4.4,0.0,0.0,3.84,9.11,48.84,0.0,685.0,118.71,79.23,0.0,13.86,67.63,0.0,0.0,0.0,0.0,0.28,35.68,1174.52,552.0,4780921
2613498,42.62,562.14,57.92,-29.69,2.23,252.37,2.0,11.59,578.03,0.54,0.16,260.05,148.76,110.03,14.16,10.56,4.58,0.56,1149.63,0.09,231.14,29.23,1.97,538.0,66.72,20.68,12.66,6.84,0.48,42.16,0.9,0.34,0.9,0.1602,0.0008,0.94,0.0,0.15,0.46,0.0,0.0,96.06,20.38,1.7,0.68,0.0,58.67,12.64,28.69,18.83,0.0,6.28,10.39,22.27,67.06,148.52,0.0,1175.97,0.0,0.29,0.0,0.18,0.0,3.19,0.41,0.08,0.03,0.0,59.36,1.07,2.47,0.31,1.26,27.49,3.24,0.77,0.14,0.0,100.0,0.0,0.0,0.0,0.0,0.0,497.43,64.83,16.12,560.1,363.5,739.59,0.016836,49.3,0.76,1.04,51.0,99.4,0.6,0.0,0.0,0.0,1.52,0.0,0.0,0.26,0.0,0.0,0.0,11.79,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,1.74,0.03,0.0,0.0,0.0,0.0,11.36,0.0,67.97,-65.58,0.19,3.0,574.62,245.58,2.0,14.39,615.87,260.09,149.0,110.09,15.0,11.0,29.39,1.97,13.18,0.71,42.72,10.65,4.2,0.18,365.01,0.03,69.91,66.0,7.19,10.65,0.0008,52.64,14.58,2.81,3.64,0.0,16.85,0.0,8.74,0.0,0.0,0.0,32.85,0.0,0.0,290.11,250.89,0.39,16.43,69.0,155.88,0.0,0.0,0.0,0.0,0.16,8.39,0.91,0.0,0.0,0.0,0.0,11.9,6.68,1.42,0.56,0.0,60.83,2.73,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.19,5.0,0.0,0.01,2.526,0.75,100.0,0.0,0.13,2.08,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.43,0.0,0.0,,67.96,6.41,100.0,0.0,3.36,20.04,42.0,0.0319,517.0,467.04,363.5,0.0,43.8,1.59,0.0,0.0,0.0,0.0,0.16,273.43,1191.7,496.0,2613498
4778811,52.42,617.15,33.7,-32.68,1.98,343.16,3.59,11.34,664.88,5.28,0.15,280.52,128.85,125.74,11.47,8.27,14.47,1.45,1337.31,0.05,396.25,24.09,1.84,561.0,67.52,54.94,13.96,8.49,2.67,63.0,2.09,1.99,2.13,0.0,0.0114,10.18,0.0,0.0,42.5,0.0,2.6,44.33,52.97,0.0,0.39,0.0,49.5,19.49,31.05,57.34,0.0,0.0,0.0,5.85,83.49,116.33,0.0,1343.37,0.11,0.0,0.0,2.47,0.0,7.56,2.0,0.73,0.42,0.9,65.32,4.7,5.1,0.0,0.0,7.33,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,561.87,114.99,11.91,413.55,243.23,635.8,0.015179,77.08,0.67,1.78,74.0,88.24,11.66,0.0,0.09,0.0,2.03,0.0,0.0,2.04,0.0,0.05,0.0,50.74,0.0,0.0,10.23,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.24,2.85,0.12,7.0,28168.0,13640.0,4.0,28.26,0.0,37.38,-39.91,1.05,1.0,631.61,370.01,4.0,12.53,659.82,281.0,127.42,125.38,11.91,8.91,23.82,1.84,14.61,2.79,58.81,18.08,10.67,0.3,500.62,0.0,103.51,67.0,8.9,18.5,0.0114,42.47,19.27,3.5,0.0,0.0,17.62,0.0,31.88,0.0,23.18,0.0,38.35,0.0,0.0,450.04,481.06,0.0,0.84,83.44,119.1,0.0,0.0,0.0,0.0,0.0,2.1,0.51,0.0,0.0,0.07,0.0,10.37,9.26,4.51,4.33,1.97,62.35,1.91,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,485.15,7.0,0.0,0.01,5.11,0.83,100.0,0.0,0.01,0.35,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,100.0,0.0,0.39,0.91,0.04,0.0,,23.82,2.61,0.0,0.0,6.17,19.35,52.84,0.0,590.0,330.92,243.23,0.0,9.99,2.9,0.0,0.0,0.0,0.0,0.16,399.55,1344.64,560.56,4778811
