,nhm_id,comid,site_no,long,lat,begin_date,end_date,geometry,years_of_data,reachcode,comid-long,comid-lat
247,1786.0,4489194,,,,,,,,,,
248,1787.0,4490494,,,,,,,,,,
249,1788.0,4490670,,,,,,,,,,
250,1789.0,4490878,,,,,,,,,,
251,1790.0,4490920,,,,,,,,,,
252,1792.0,4491898,01467000,-74.6844444,39.97,1921-10-01,2024-12-02,POINT (-74.6844444 39.97),103.17043121149898,2040202000131.0,-74.68477075156811,39.97011372245873
253,1793.0,4491946,01466900,-74.62777778,39.9561111,1998-05-11,2024-12-01,POINT (-74.62777778 39.9561111),26.55989048596852,2040202000266.0,-74.62922401827292,39.956680756958704
254,,4492020,01466000,-74.5080556,39.91666667,1952-10-01,1977-06-19,POINT (-74.5080556 39.91666667),24.71457905544148,2040202000274.0,-74.50825382213581,39.917023875464345
255,1794.0,4492036,,,,,,,,,,
256,1795.0,4492122,01465850,-74.7630556,39.94,1961-07-01,2024-12-02,POINT (-74.7630556 39.94),63.422313483915126,2040202000097.0,-74.76394938541605,39.9400775542327
257,1796.0,4492216,,,,,,,,,,
258,1797.0,4492218,,,,,,,,,,
259,1798.0,4494460,01475850,-75.4365864,39.97649897,1981-10-01,2024-12-01,POINT (-75.4365864 39.97649897),43.16769336071184,2040202000186.0,-75.43676630148575,39.97663670755708
260,1799.0,4494628,,,,,,,,,,
261,1800.0,4494690,,,,,,,,,,
262,1801.0,4494820,,,,,,,,,,
263,1802.0,4494832,,,,,,,,,,
264,,4495272,01475001,-75.1144444,39.73888889,1940-04-05,2024-12-01,POINT (-75.1144444 39.73888889),84.65708418891171,2040202000048.0,-75.11463875852102,39.73889180882959
265,1803.0,4495656,01475530,-75.2798924,39.9747355,1964-10-01,2024-12-01,POINT (-75.2798924 39.9747355),60.167008898015055,2040202001355.0,-75.27950612239452,39.97454523223664
